Order ID,Order Date,Region,Category,Sales,Profit,Month-Year
2193,2024-10-10,West,Technology,247.49,58.27,2024-10
2194,2024-10-10,South,Technology,287.09,45.08,2024-10
2195,2024-10-11,East,Furniture,439.48,102.28,2024-10
2196,2024-10-11,Central,Office Supplies,78.05,9.28,2024-10
2197,2024-10-11,Central,Furniture,202.12,23.74,2024-10
2198,2024-10-11,West,Furniture,273.49,52.66,2024-10
2199,2024-10-11,East,Furniture,177.53,38.04,2024-10
2200,2024-10-11,West,Furniture,310.09,45.87,2024-10
2201,2024-10-11,South,Furniture,174.95,28.12,2024-10
2202,2024-10-11,East,Technology,477.8,135.08,2024-10
2203,2024-10-11,Central,Technology,474.31,59.92,2024-10
2204,2024-10-12,South,Office Supplies,95.61,17.86,2024-10
2205,2024-10-12,South,Office Supplies,110.4,19.62,2024-10
2206,2024-10-12,Central,Furniture,205.1,31.61,2024-10
2207,2024-10-12,Central,Furniture,175.86,27.69,2024-10
2208,2024-10-12,Central,Office Supplies,79.8,17.81,2024-10
2209,2024-10-12,East,Furniture,304.9,53.3,2024-10
2210,2024-10-12,East,Furniture,269.59,37.12,2024-10
2211,2024-10-12,Central,Office Supplies,118.2,28.01,2024-10
2212,2024-10-12,East,Furniture,346.27,89.68,2024-10
2213,2024-10-12,West,Office Supplies,156.21,30.54,2024-10
2214,2024-10-12,Central,Technology,512.71,63.18,2024-10
2215,2024-10-12,South,Office Supplies,150.41,33.83,2024-10
2216,2024-10-13,Central,Furniture,254.08,39.12,2024-10
2217,2024-10-13,West,Furniture,310.22,64.34,2024-10
2218,2024-10-13,East,Furniture,307.48,44.24,2024-10
2219,2024-10-13,South,Office Supplies,133.11,29.67,2024-10
2220,2024-10-13,West,Office Supplies,96.17,25.97,2024-10
2221,2024-10-13,Central,Office Supplies,111.89,10.17,2024-10
2222,2024-10-14,West,Furniture,272.24,58.49,2024-10
2223,2024-10-14,East,Furniture,284.29,36.47,2024-10
2224,2024-10-14,Central,Technology,250.11,35.21,2024-10
2225,2024-10-14,West,Technology,622.48,127.64,2024-10
2226,2024-10-14,West,Furniture,255.55,36.69,2024-10
2227,2024-10-14,Central,Furniture,323.96,68.09,2024-10
2228,2024-10-14,West,Office Supplies,190.32,25.68,2024-10
2229,2024-10-14,Central,Technology,258.22,23.76,2024-10
2230,2024-10-14,East,Furniture,296.02,56.89,2024-10
2231,2024-10-15,West,Technology,492.7,51.77,2024-10
2232,2024-10-15,Central,Office Supplies,36.07,5.22,2024-10
2233,2024-10-15,South,Technology,305.01,50.24,2024-10
2234,2024-10-15,East,Furniture,197.73,36.68,2024-10
2235,2024-10-15,West,Technology,540.11,76.11,2024-10
2236,2024-10-15,Central,Furniture,330.67,73.6,2024-10
2237,2024-10-15,West,Furniture,322.01,58.63,2024-10
2238,2024-10-16,South,Furniture,100.85,17.73,2024-10
2239,2024-10-16,Central,Office Supplies,141.18,21.59,2024-10
2240,2024-10-16,West,Furniture,223.37,36.71,2024-10
2241,2024-10-16,Central,Office Supplies,125.19,21.18,2024-10
2242,2024-10-16,Central,Furniture,177.52,33.02,2024-10
2243,2024-10-16,South,Technology,463.11,88.22,2024-10
2244,2024-10-16,South,Technology,151.93,32.19,2024-10
2245,2024-10-16,East,Furniture,153.36,30.93,2024-10
2246,2024-10-16,West,Office Supplies,140.08,15.13,2024-10
2247,2024-10-16,South,Office Supplies,157.19,42.3,2024-10
2248,2024-10-16,West,Furniture,225.82,45.55,2024-10
2249,2024-10-17,East,Furniture,263.85,41.55,2024-10
2250,2024-10-17,South,Office Supplies,107.67,21.45,2024-10
2251,2024-10-17,West,Furniture,142.15,38.77,2024-10
2252,2024-10-17,Central,Technology,701.15,153.21,2024-10
2253,2024-10-18,South,Technology,680.73,115.46,2024-10
2254,2024-10-18,South,Furniture,274.34,27.08,2024-10
2255,2024-10-18,Central,Furniture,247.28,48.64,2024-10
2256,2024-10-18,West,Furniture,292.8,44.71,2024-10
2257,2024-10-18,South,Office Supplies,205.55,34.72,2024-10
2258,2024-10-18,West,Office Supplies,126.23,20.61,2024-10
2259,2024-10-18,East,Technology,325.46,69.29,2024-10
2260,2024-10-18,West,Office Supplies,53.29,11.52,2024-10
2261,2024-10-18,Central,Furniture,260.92,44.74,2024-10
2262,2024-10-19,Central,Furniture,175.15,29.13,2024-10
2263,2024-10-19,West,Furniture,145.58,12.86,2024-10
2264,2024-10-19,West,Office Supplies,112.5,24.48,2024-10
2265,2024-10-19,East,Furniture,269.8,63.64,2024-10
2266,2024-10-19,West,Furniture,98.41,15.78,2024-10
2267,2024-10-19,South,Technology,404.79,55.56,2024-10
2268,2024-10-19,East,Office Supplies,123.24,28.69,2024-10
2269,2024-10-19,West,Furniture,293.97,70.73,2024-10
2270,2024-10-20,Central,Office Supplies,146.88,29.06,2024-10
2271,2024-10-20,West,Furniture,243.18,50.46,2024-10
2272,2024-10-20,Central,Office Supplies,60.39,11.55,2024-10
2273,2024-10-20,Central,Technology,311.91,101.59,2024-10
2274,2024-10-20,East,Furniture,138.26,17.4,2024-10
2275,2024-10-20,South,Technology,432.7,123.68,2024-10
2276,2024-10-20,East,Technology,282.93,47.17,2024-10
2277,2024-10-20,West,Technology,353.16,73.56,2024-10
2278,2024-10-20,East,Technology,438.15,101.44,2024-10
2279,2024-10-21,West,Technology,349.53,38.39,2024-10
2280,2024-10-21,South,Office Supplies,84.67,6.76,2024-10
2281,2024-10-21,West,Office Supplies,110.69,27.62,2024-10
2282,2024-10-21,South,Office Supplies,172.35,20.04,2024-10
2283,2024-10-21,Central,Office Supplies,78.06,10.2,2024-10
2284,2024-10-21,Central,Furniture,178.49,40.08,2024-10
2285,2024-10-21,West,Office Supplies,134.32,22.49,2024-10
2286,2024-10-21,East,Office Supplies,134.63,31.3,2024-10
2287,2024-10-21,West,Office Supplies,107.27,23.36,2024-10
2288,2024-10-21,South,Furniture,213.16,22.41,2024-10
2289,2024-10-21,Central,Office Supplies,120.84,12.05,2024-10
2290,2024-10-21,South,Technology,355.5,66.68,2024-10
2291,2024-10-22,South,Furniture,248.75,42.33,2024-10
2292,2024-10-22,East,Technology,287.6,52.27,2024-10
2293,2024-10-22,East,Office Supplies,126.7,25.11,2024-10
2294,2024-10-22,South,Office Supplies,131.09,15.18,2024-10
2295,2024-10-22,Central,Office Supplies,162.08,32.42,2024-10
2296,2024-10-23,East,Furniture,198.66,28.3,2024-10
2297,2024-10-23,West,Office Supplies,83.05,14.23,2024-10
2298,2024-10-23,East,Office Supplies,21.06,5.45,2024-10
2299,2024-10-23,Central,Technology,667.05,87.47,2024-10
2300,2024-10-23,South,Technology,664.27,87.51,2024-10
2301,2024-10-23,East,Office Supplies,120.62,24.04,2024-10
2302,2024-10-23,South,Office Supplies,124.16,19.11,2024-10
2303,2024-10-23,West,Furniture,200.4,44.2,2024-10
2304,2024-10-24,West,Technology,561.15,113.78,2024-10
2305,2024-10-24,Central,Technology,394.69,72.51,2024-10
2306,2024-10-24,East,Office Supplies,77.97,16.92,2024-10
2307,2024-10-24,East,Furniture,139.81,22.34,2024-10
2308,2024-10-24,West,Furniture,236.41,37.75,2024-10
2309,2024-10-24,West,Furniture,166.1,24.61,2024-10
2310,2024-10-24,Central,Office Supplies,64.94,16.78,2024-10
2311,2024-10-24,South,Technology,328.59,49.27,2024-10
2312,2024-10-24,West,Furniture,423.39,43.62,2024-10
2313,2024-10-24,West,Furniture,299.82,54.76,2024-10
2314,2024-10-24,East,Office Supplies,80.32,14.95,2024-10
2315,2024-10-24,East,Furniture,403.83,84.01,2024-10
2316,2024-10-25,South,Furniture,182.25,30.77,2024-10
2317,2024-10-25,East,Office Supplies,126.02,26.31,2024-10
2318,2024-10-25,Central,Technology,375.95,64.91,2024-10
2319,2024-10-25,South,Furniture,455.55,103.63,2024-10
2320,2024-10-25,West,Furniture,220.67,38.23,2024-10
2321,2024-10-25,West,Furniture,408.51,85.36,2024-10
2322,2024-10-25,West,Office Supplies,165.76,26.86,2024-10
2323,2024-10-25,East,Office Supplies,100.25,25.56,2024-10
2324,2024-10-26,East,Office Supplies,101.54,21.22,2024-10
2325,2024-10-26,South,Technology,312.03,53.04,2024-10
2326,2024-10-26,Central,Office Supplies,29.22,5.43,2024-10
2327,2024-10-26,East,Furniture,505.24,103.04,2024-10
2328,2024-10-27,West,Furniture,333.39,67.73,2024-10
2329,2024-10-27,West,Office Supplies,114.02,25.79,2024-10
2330,2024-10-27,East,Office Supplies,95.24,18.7,2024-10
2331,2024-10-27,West,Furniture,358.71,59.96,2024-10
2332,2024-10-27,East,Office Supplies,164.31,37.33,2024-10
2333,2024-10-27,Central,Furniture,275.82,33.01,2024-10
2334,2024-10-27,West,Office Supplies,38.38,5.55,2024-10
2335,2024-10-27,West,Furniture,211.05,35.27,2024-10
2336,2024-10-27,West,Furniture,301.4,43.0,2024-10
2337,2024-10-27,West,Office Supplies,145.83,38.23,2024-10
2338,2024-10-27,South,Furniture,234.48,44.47,2024-10
2339,2024-10-28,Central,Furniture,299.81,55.04,2024-10
2340,2024-10-28,South,Office Supplies,78.6,11.11,2024-10
2341,2024-10-28,West,Furniture,154.81,22.57,2024-10
2342,2024-10-28,South,Office Supplies,90.36,15.09,2024-10
2343,2024-10-28,West,Furniture,359.14,67.08,2024-10
2344,2024-10-28,Central,Office Supplies,152.66,28.05,2024-10
2345,2024-10-28,South,Office Supplies,103.55,8.89,2024-10
2346,2024-10-28,East,Office Supplies,79.59,14.33,2024-10
2347,2024-10-28,East,Office Supplies,126.95,28.98,2024-10
2348,2024-10-28,Central,Furniture,113.49,32.44,2024-10
2349,2024-10-29,West,Office Supplies,109.8,25.57,2024-10
2350,2024-10-29,Central,Technology,274.65,27.66,2024-10
2351,2024-10-29,West,Technology,388.37,66.07,2024-10
2352,2024-10-29,Central,Office Supplies,181.42,11.5,2024-10
2353,2024-10-29,East,Office Supplies,159.41,28.73,2024-10
2354,2024-10-29,West,Technology,254.49,34.76,2024-10
2355,2024-10-30,East,Office Supplies,216.6,23.38,2024-10
2356,2024-10-30,South,Technology,580.48,123.54,2024-10
2357,2024-10-30,East,Furniture,208.04,54.4,2024-10
2358,2024-10-30,West,Furniture,144.26,28.94,2024-10
2359,2024-10-30,Central,Furniture,233.69,36.46,2024-10
2360,2024-10-30,East,Technology,247.59,79.25,2024-10
2361,2024-10-30,East,Furniture,207.37,14.33,2024-10
2362,2024-10-30,West,Furniture,322.29,63.2,2024-10
2363,2024-10-30,East,Technology,360.89,58.27,2024-10
2364,2024-10-30,East,Furniture,242.9,53.87,2024-10
2365,2024-10-31,West,Furniture,235.77,46.43,2024-10
2366,2024-10-31,West,Office Supplies,115.7,22.48,2024-10
2367,2024-10-31,Central,Technology,118.97,15.1,2024-10
2368,2024-10-31,Central,Technology,289.46,62.78,2024-10
2369,2024-10-31,South,Office Supplies,170.82,33.12,2024-10
2370,2024-10-31,East,Technology,524.91,100.21,2024-10
2371,2024-10-31,East,Office Supplies,99.61,12.4,2024-10
2372,2024-10-31,Central,Office Supplies,158.48,48.23,2024-10
2373,2024-10-31,South,Furniture,146.63,24.95,2024-10
2374,2024-10-31,Central,Furniture,218.89,16.91,2024-10
2375,2024-10-31,East,Furniture,190.06,51.25,2024-10
2376,2024-10-31,South,Office Supplies,125.27,21.41,2024-10
2377,2024-11-01,South,Furniture,375.48,50.94,2024-11
2378,2024-11-01,East,Office Supplies,178.98,34.41,2024-11
2379,2024-11-01,West,Office Supplies,148.46,26.67,2024-11
2380,2024-11-01,Central,Office Supplies,122.76,18.41,2024-11
2381,2024-11-01,West,Technology,277.81,37.22,2024-11
2382,2024-11-01,West,Furniture,346.49,65.45,2024-11
2383,2024-11-01,South,Furniture,177.16,32.73,2024-11
2384,2024-11-01,South,Office Supplies,53.76,7.39,2024-11
2385,2024-11-01,West,Furniture,356.0,55.08,2024-11
2386,2024-11-01,South,Furniture,343.5,60.31,2024-11
2387,2024-11-02,West,Office Supplies,96.55,20.34,2024-11
2388,2024-11-02,South,Office Supplies,144.7,20.94,2024-11
2389,2024-11-02,East,Office Supplies,112.33,17.1,2024-11
2390,2024-11-02,Central,Office Supplies,59.89,5.02,2024-11
2391,2024-11-02,East,Office Supplies,121.94,26.52,2024-11
2392,2024-11-02,West,Technology,372.96,30.24,2024-11
2393,2024-11-02,South,Office Supplies,146.84,21.23,2024-11
2394,2024-11-03,East,Furniture,318.07,54.96,2024-11
2395,2024-11-03,South,Office Supplies,175.18,12.89,2024-11
2396,2024-11-03,East,Furniture,238.73,26.14,2024-11
2397,2024-11-03,West,Furniture,218.95,28.19,2024-11
2398,2024-11-04,West,Furniture,248.32,38.19,2024-11
2399,2024-11-04,West,Technology,259.23,75.56,2024-11
2400,2024-11-04,West,Office Supplies,172.7,41.89,2024-11
2401,2024-11-04,South,Technology,702.36,92.61,2024-11
2402,2024-11-04,Central,Office Supplies,211.63,34.22,2024-11
2403,2024-11-04,Central,Office Supplies,182.8,39.94,2024-11
2404,2024-11-04,Central,Office Supplies,97.8,26.91,2024-11
2405,2024-11-04,East,Furniture,430.31,106.78,2024-11
2406,2024-11-04,South,Office Supplies,66.46,10.46,2024-11
2407,2024-11-05,South,Technology,363.77,56.44,2024-11
2408,2024-11-05,South,Office Supplies,155.83,25.88,2024-11
2409,2024-11-05,West,Furniture,253.82,61.21,2024-11
2410,2024-11-05,Central,Furniture,275.38,50.17,2024-11
2411,2024-11-05,West,Technology,319.47,57.32,2024-11
2412,2024-11-05,Central,Furniture,187.6,35.89,2024-11
2413,2024-11-05,South,Furniture,209.77,34.2,2024-11
2414,2024-11-05,South,Office Supplies,119.82,31.79,2024-11
2415,2024-11-06,East,Furniture,274.67,29.81,2024-11
2416,2024-11-06,Central,Furniture,243.65,33.5,2024-11
2417,2024-11-06,Central,Furniture,204.69,42.07,2024-11
2418,2024-11-06,East,Furniture,271.39,47.53,2024-11
2419,2024-11-06,Central,Office Supplies,104.97,20.73,2024-11
2420,2024-11-06,South,Furniture,270.42,40.24,2024-11
2421,2024-11-06,Central,Furniture,351.69,79.15,2024-11
2422,2024-11-06,East,Furniture,167.49,23.13,2024-11
2423,2024-11-07,West,Furniture,173.77,31.1,2024-11
2424,2024-11-07,Central,Technology,440.75,50.25,2024-11
2425,2024-11-07,South,Technology,437.56,83.45,2024-11
2426,2024-11-07,South,Office Supplies,178.67,35.11,2024-11
2427,2024-11-07,Central,Technology,263.96,35.7,2024-11
2428,2024-11-07,East,Office Supplies,128.44,20.9,2024-11
2429,2024-11-07,Central,Furniture,311.84,34.99,2024-11
2430,2024-11-08,West,Furniture,190.76,30.77,2024-11
2431,2024-11-08,South,Furniture,168.93,25.9,2024-11
2432,2024-11-08,Central,Furniture,242.78,23.0,2024-11
2433,2024-11-08,Central,Furniture,202.49,29.39,2024-11
2434,2024-11-08,South,Office Supplies,59.67,12.38,2024-11
2435,2024-11-08,West,Furniture,246.9,37.94,2024-11
2436,2024-11-08,West,Furniture,392.22,43.9,2024-11
2437,2024-11-08,South,Technology,636.92,106.38,2024-11
2438,2024-11-08,East,Office Supplies,87.61,13.57,2024-11
2439,2024-11-08,West,Furniture,214.39,58.43,2024-11
2440,2024-11-08,West,Furniture,271.69,34.36,2024-11
2441,2024-11-08,South,Furniture,310.1,49.64,2024-11
2442,2024-11-09,Central,Technology,496.06,54.27,2024-11
2443,2024-11-09,West,Technology,544.62,60.56,2024-11
2444,2024-11-09,South,Office Supplies,121.17,17.24,2024-11
2445,2024-11-09,West,Office Supplies,119.14,25.26,2024-11
2446,2024-11-09,West,Office Supplies,108.39,17.1,2024-11
2447,2024-11-09,South,Office Supplies,165.92,36.14,2024-11
2448,2024-11-09,South,Furniture,258.01,56.06,2024-11
2449,2024-11-09,Central,Office Supplies,105.11,16.05,2024-11
2450,2024-11-10,Central,Technology,633.14,108.31,2024-11
2451,2024-11-10,South,Office Supplies,115.91,25.38,2024-11
2452,2024-11-10,East,Furniture,197.97,31.45,2024-11
2453,2024-11-10,Central,Furniture,278.46,66.54,2024-11
2454,2024-11-10,West,Technology,235.05,47.4,2024-11
2455,2024-11-10,Central,Technology,551.83,93.48,2024-11
2456,2024-11-10,East,Furniture,245.11,43.16,2024-11
2457,2024-11-10,East,Technology,381.29,53.83,2024-11
2458,2024-11-10,West,Technology,375.58,53.57,2024-11
2459,2024-11-10,Central,Office Supplies,143.29,14.16,2024-11
2460,2024-11-11,Central,Furniture,173.16,22.64,2024-11
2461,2024-11-11,South,Office Supplies,126.88,18.13,2024-11
2462,2024-11-11,East,Office Supplies,110.56,25.84,2024-11
2463,2024-11-11,South,Office Supplies,181.13,27.28,2024-11
2464,2024-11-11,East,Furniture,233.67,67.43,2024-11
2465,2024-11-11,Central,Technology,602.21,58.04,2024-11
2466,2024-11-11,West,Technology,515.7,73.62,2024-11
2467,2024-11-11,West,Furniture,199.96,44.14,2024-11
2468,2024-11-11,West,Furniture,93.46,21.53,2024-11
2469,2024-11-11,Central,Furniture,361.22,59.11,2024-11
2470,2024-11-11,South,Furniture,379.02,75.97,2024-11
2471,2024-11-11,West,Office Supplies,73.16,13.44,2024-11
2472,2024-11-11,East,Furniture,192.66,36.56,2024-11
2473,2024-11-12,Central,Office Supplies,157.34,41.93,2024-11
2474,2024-11-12,East,Technology,585.27,104.38,2024-11
2475,2024-11-12,West,Technology,10.0,2.6,2024-11
2476,2024-11-12,Central,Technology,391.35,73.64,2024-11
2477,2024-11-12,Central,Furniture,135.63,25.68,2024-11
2478,2024-11-13,South,Technology,315.68,48.16,2024-11
2479,2024-11-13,West,Office Supplies,144.64,26.42,2024-11
2480,2024-11-13,West,Office Supplies,140.48,37.25,2024-11
2481,2024-11-13,South,Office Supplies,133.23,28.14,2024-11
2482,2024-11-13,Central,Furniture,337.72,49.03,2024-11
2483,2024-11-13,West,Office Supplies,150.4,22.77,2024-11
2484,2024-11-13,East,Technology,228.2,45.67,2024-11
2485,2024-11-13,West,Furniture,150.93,17.01,2024-11
2486,2024-11-14,West,Office Supplies,158.62,37.32,2024-11
2487,2024-11-14,East,Office Supplies,56.04,4.62,2024-11
2488,2024-11-14,West,Office Supplies,73.6,9.04,2024-11
2489,2024-11-14,East,Office Supplies,39.39,8.79,2024-11
2490,2024-11-14,Central,Office Supplies,167.91,4.21,2024-11
2491,2024-11-15,Central,Technology,436.68,98.98,2024-11
2492,2024-11-15,South,Furniture,218.35,41.25,2024-11
2493,2024-11-15,West,Office Supplies,152.08,24.41,2024-11
2494,2024-11-15,East,Office Supplies,162.14,33.63,2024-11
2495,2024-11-15,South,Technology,515.56,48.3,2024-11
2496,2024-11-15,East,Furniture,225.45,33.64,2024-11
2497,2024-11-15,South,Furniture,82.63,22.22,2024-11
2498,2024-11-15,West,Technology,526.96,56.6,2024-11
2499,2024-11-16,East,Technology,468.16,123.53,2024-11
2500,2024-11-16,West,Technology,494.57,103.3,2024-11
2501,2024-11-16,South,Office Supplies,166.39,28.89,2024-11
2502,2024-11-16,South,Furniture,306.16,49.25,2024-11
2503,2024-11-16,West,Furniture,243.33,23.58,2024-11
2504,2024-11-17,East,Furniture,276.51,41.63,2024-11
2505,2024-11-17,East,Technology,386.8,73.13,2024-11
2506,2024-11-17,West,Furniture,264.3,49.28,2024-11
2507,2024-11-17,South,Office Supplies,105.15,20.12,2024-11
2508,2024-11-17,East,Technology,581.62,102.38,2024-11
2509,2024-11-17,South,Technology,430.02,75.33,2024-11
2510,2024-11-17,East,Furniture,358.27,59.87,2024-11
2511,2024-11-18,East,Office Supplies,96.76,14.64,2024-11
2512,2024-11-18,East,Office Supplies,133.28,33.1,2024-11
2513,2024-11-18,South,Office Supplies,165.97,40.14,2024-11
2514,2024-11-18,West,Office Supplies,89.82,19.69,2024-11
2515,2024-11-18,Central,Furniture,311.97,68.25,2024-11
2516,2024-11-18,South,Furniture,415.31,74.99,2024-11
2517,2024-11-18,East,Office Supplies,209.68,34.21,2024-11
2518,2024-11-18,East,Furniture,193.57,27.78,2024-11
2519,2024-11-18,East,Office Supplies,87.02,24.14,2024-11
2520,2024-11-19,East,Furniture,353.01,95.91,2024-11
2521,2024-11-19,South,Technology,152.0,18.01,2024-11
2522,2024-11-19,West,Furniture,223.7,35.27,2024-11
2523,2024-11-19,West,Technology,430.7,78.29,2024-11
2524,2024-11-19,West,Office Supplies,78.3,11.94,2024-11
2525,2024-11-20,West,Furniture,99.53,16.29,2024-11
2526,2024-11-20,West,Furniture,276.32,49.12,2024-11
2527,2024-11-20,West,Technology,486.64,114.97,2024-11
2528,2024-11-20,South,Furniture,273.95,49.03,2024-11
2529,2024-11-20,Central,Technology,458.01,89.52,2024-11
2530,2024-11-20,Central,Technology,512.82,93.44,2024-11
2531,2024-11-21,South,Technology,471.07,110.71,2024-11
2532,2024-11-21,West,Furniture,270.09,38.83,2024-11
2533,2024-11-21,West,Office Supplies,116.71,18.0,2024-11
2534,2024-11-21,East,Technology,332.78,60.4,2024-11
2535,2024-11-21,East,Office Supplies,108.53,26.83,2024-11
2536,2024-11-21,Central,Technology,212.22,43.91,2024-11
2537,2024-11-21,Central,Office Supplies,150.85,37.88,2024-11
2538,2024-11-21,South,Furniture,254.67,53.84,2024-11
2539,2024-11-22,East,Technology,586.21,79.51,2024-11
2540,2024-11-22,West,Office Supplies,66.31,8.12,2024-11
2541,2024-11-22,West,Furniture,209.03,48.34,2024-11
2542,2024-11-22,West,Technology,834.47,140.33,2024-11
2543,2024-11-22,South,Technology,385.51,44.77,2024-11
2544,2024-11-22,South,Office Supplies,70.26,10.9,2024-11
2545,2024-11-23,West,Technology,206.71,41.47,2024-11
2546,2024-11-23,South,Technology,473.52,28.68,2024-11
2547,2024-11-23,South,Technology,283.19,41.19,2024-11
2548,2024-11-23,East,Office Supplies,118.4,20.07,2024-11
2549,2024-11-23,East,Office Supplies,93.16,11.74,2024-11
2550,2024-11-23,South,Office Supplies,87.63,22.44,2024-11
2551,2024-11-23,Central,Office Supplies,93.03,7.32,2024-11
2552,2024-11-23,Central,Technology,404.82,59.87,2024-11
2553,2024-11-24,East,Office Supplies,119.16,13.77,2024-11
2554,2024-11-24,West,Technology,599.26,97.97,2024-11
2555,2024-11-24,South,Technology,397.2,42.31,2024-11
2556,2024-11-24,West,Office Supplies,165.25,25.95,2024-11
2557,2024-11-24,West,Office Supplies,185.02,32.67,2024-11
2558,2024-11-24,East,Office Supplies,142.15,22.93,2024-11
2559,2024-11-24,West,Furniture,142.78,28.42,2024-11
2560,2024-11-24,West,Office Supplies,135.51,9.67,2024-11
2561,2024-11-25,West,Office Supplies,117.82,16.97,2024-11
2562,2024-11-25,South,Office Supplies,130.99,26.04,2024-11
2563,2024-11-25,West,Furniture,254.47,54.67,2024-11
2564,2024-11-25,South,Furniture,149.87,27.5,2024-11
2565,2024-11-25,East,Office Supplies,118.0,17.8,2024-11
2566,2024-11-25,West,Technology,449.12,53.2,2024-11
2567,2024-11-25,East,Office Supplies,87.4,28.11,2024-11
2568,2024-11-25,South,Technology,350.52,59.38,2024-11
2569,2024-11-25,West,Technology,456.46,93.81,2024-11
2570,2024-11-26,West,Technology,584.29,20.2,2024-11
2571,2024-11-26,West,Furniture,178.27,35.09,2024-11
2572,2024-11-26,South,Technology,483.45,64.05,2024-11
2573,2024-11-26,Central,Furniture,194.85,19.77,2024-11
2574,2024-11-26,Central,Office Supplies,185.4,35.11,2024-11
2575,2024-11-26,Central,Office Supplies,93.06,21.92,2024-11
2576,2024-11-26,South,Office Supplies,127.82,31.29,2024-11
2577,2024-11-26,East,Office Supplies,180.98,24.0,2024-11
2578,2024-11-26,West,Technology,564.64,133.67,2024-11
2579,2024-11-26,East,Technology,460.22,94.54,2024-11
2580,2024-11-26,West,Office Supplies,124.97,15.52,2024-11
2581,2024-11-26,East,Office Supplies,70.23,18.28,2024-11
2582,2024-11-26,West,Technology,425.87,71.38,2024-11
2583,2024-11-26,East,Furniture,299.86,43.84,2024-11
2584,2024-11-27,Central,Furniture,356.4,51.33,2024-11
2585,2024-11-27,South,Office Supplies,101.69,20.67,2024-11
2586,2024-11-27,South,Office Supplies,94.55,12.56,2024-11
2587,2024-11-27,East,Office Supplies,143.71,17.52,2024-11
2588,2024-11-27,South,Furniture,454.14,111.17,2024-11
2589,2024-11-28,Central,Furniture,153.19,28.35,2024-11
2590,2024-11-28,South,Technology,323.8,40.84,2024-11
2591,2024-11-28,Central,Furniture,137.87,19.65,2024-11
2592,2024-11-28,South,Technology,492.86,152.85,2024-11
2593,2024-11-28,South,Technology,466.86,62.62,2024-11
2594,2024-11-28,West,Furniture,219.43,49.4,2024-11
2595,2024-11-28,South,Office Supplies,106.79,26.3,2024-11
2596,2024-11-29,East,Office Supplies,20.09,5.09,2024-11
2597,2024-11-29,Central,Office Supplies,182.94,39.65,2024-11
2598,2024-11-29,East,Office Supplies,150.18,25.83,2024-11
2599,2024-11-29,West,Office Supplies,116.51,27.36,2024-11
2600,2024-11-29,West,Technology,275.58,62.04,2024-11
2601,2024-11-29,East,Office Supplies,58.85,16.78,2024-11
2602,2024-11-30,West,Furniture,385.45,57.27,2024-11
2603,2024-11-30,South,Technology,414.2,58.95,2024-11
2604,2024-11-30,West,Technology,386.34,37.02,2024-11
2605,2024-11-30,West,Furniture,134.05,38.24,2024-11
2606,2024-11-30,West,Office Supplies,120.7,19.52,2024-11
2607,2024-11-30,West,Furniture,153.39,20.26,2024-11
2608,2024-11-30,West,Furniture,420.79,77.38,2024-11
2609,2024-11-30,Central,Technology,555.94,22.24,2024-11
2610,2024-11-30,South,Office Supplies,95.99,25.74,2024-11
2611,2024-11-30,West,Technology,329.56,42.62,2024-11
2612,2024-12-01,East,Office Supplies,120.53,28.55,2024-12
2613,2024-12-01,Central,Office Supplies,99.4,21.77,2024-12
2614,2024-12-01,Central,Furniture,346.72,78.12,2024-12
2615,2024-12-01,East,Office Supplies,78.22,13.2,2024-12
2616,2024-12-01,West,Furniture,91.96,10.49,2024-12
2617,2024-12-01,Central,Technology,359.56,65.89,2024-12
2618,2024-12-01,South,Office Supplies,134.84,15.26,2024-12
2619,2024-12-01,West,Office Supplies,113.52,25.88,2024-12
2620,2024-12-01,East,Technology,432.81,89.47,2024-12
2621,2024-12-01,West,Furniture,255.73,36.37,2024-12
2622,2024-12-01,East,Furniture,156.41,26.38,2024-12
2623,2024-12-01,East,Furniture,307.86,41.48,2024-12
2624,2024-12-02,West,Office Supplies,54.05,13.86,2024-12
2625,2024-12-02,East,Technology,588.92,83.08,2024-12
2626,2024-12-02,West,Office Supplies,162.23,54.08,2024-12
2627,2024-12-02,West,Technology,250.62,43.6,2024-12
2628,2024-12-02,West,Furniture,503.28,93.6,2024-12
2629,2024-12-03,West,Furniture,98.31,7.23,2024-12
2630,2024-12-03,West,Office Supplies,137.05,21.24,2024-12
2631,2024-12-03,West,Office Supplies,145.13,28.53,2024-12
2632,2024-12-03,South,Office Supplies,122.95,7.08,2024-12
2633,2024-12-03,Central,Technology,365.75,50.44,2024-12
2634,2024-12-03,Central,Office Supplies,81.36,7.57,2024-12
2635,2024-12-03,Central,Technology,194.44,34.66,2024-12
2636,2024-12-03,East,Furniture,396.2,114.99,2024-12
2637,2024-12-03,East,Office Supplies,83.25,18.63,2024-12
2638,2024-12-04,East,Office Supplies,119.91,11.57,2024-12
2639,2024-12-04,Central,Office Supplies,89.98,12.47,2024-12
2640,2024-12-04,Central,Office Supplies,166.2,29.13,2024-12
2641,2024-12-04,South,Office Supplies,81.81,17.23,2024-12
2642,2024-12-04,Central,Furniture,224.28,42.62,2024-12
2643,2024-12-04,South,Furniture,234.72,67.57,2024-12
2644,2024-12-04,West,Office Supplies,128.04,27.75,2024-12
2645,2024-12-04,South,Office Supplies,165.98,29.18,2024-12
2646,2024-12-04,West,Office Supplies,177.02,39.71,2024-12
